,part_number,description,quantity,price,roi
52,0302-1258,150/80r16 71v av92 cobra chrom,1,572.99,-100.0
53,0302-1265,240/50r16 84v av92 cobra chrom,2,917.99,15.96
54,0302-1274,260/40r18 (84v) av92 cobra chr,1,654.99,-100.0
55,0302-1298,200/60zr17 (80w) diablo rosso,1,503.99,-100.0
56,0302-1350,190/55zr17 (75w) battlax s22 r,3,415.99,-100.0
57,0302-1400,180/55zr17 (73w) road 5 gt rea,8,489.99,-85.79
58,0302-1406,225/50r15 76h kr20 kanine oe c,1,260.99,-100.0
59,0302-1409,180/55zr17 (73w) power 5 rear,1,397.99,-100.0
60,0302-1477,180/55zr17 (73w) roadtec 01 se,1,417.99,-100.0
61,0302-1479,190/55zr17 (75w) roadtec 01 se,1,464.99,-100.0
62,0302-1562,160/60zr17 (69w) diablo rosso,1,382.99,5.15
63,0302-1563,"180/55zr17,(73w),rosso,iv",3,393.99,-62.1
64,0302-1569,150/70r17 69h road classic rear,3,392.99,-64.95
65,0302-1576,180/55zr17 (73w) m+s mutant,1,363.99,-100.0
66,0302-1577,190/55zr17 (75w) m+s mutant,1,405.99,-100.0
67,0302-1608,170/60zr17 (72w) road 6 rear,11,501.99,-58.66
68,0302-1612,120/70zr17 (58w) road 6 gt fro,18,416.99,1.07
69,0302-1613,180/55zr17 (73w) road 6 gt rea,10,523.99,-65.89
70,0305-0005,110/90-19 62h d404 front,1,168.99,-100.0
71,0305-0036,110/80-18 58h lasertec frt met,1,304.99,-100.0
72,0305-0425,130/60b19 61h american elite f,6,296.99,-100.0
73,0305-0540,110/90-18 61h me888 marathon u,1,380.99,5.14
74,0305-0566,130/90b16 73h battlecruise h50,1,312.99,-100.0
75,0305-0754,90/90-21 54v roadrider mkii fr,1,326.99,-100.0
76,0305-0842,130/80b17 65h cruisetec (i) spec,1,411.99,-46.14
77,0306-0007,130/90-17 68h d404 rear,1,198.99,-100.0
78,0306-0035,140/80-17 lasertec,2,292.99,-100.0
79,0306-0105,130/80-18 66v contigo! rear,1,337.99,-100.0
80,0306-0324,180/65b16 81h american elite m,2,521.99,-47.43
81,0306-0523,"180/55zr17,(73w),rosso 3",2,359.99,6.78
82,0306-0524,"190/55zr17 (75w) rosso,iii",2,437.99,-100.0
83,0306-0648,180/65b16 81h av92 cobra chrom,1,622.99,-100.0
84,0306-0658,150/80b16 77h cruisetec rear,3,401.99,5.15
85,0306-0669,150/70-17 69v roadtec 01 rear,2,363.99,-100.0
86,0306-0685,mt90b16 74h cruisetec rear,2,391.99,-100.0
87,0306-0747,160/80-15 (74v) roadrider mkii,1,441.99,-100.0
88,0306-0785,150/70-17 69h battlax bt46 rea,1,341.99,-100.0
89,0306-0786,130/80-17 65h battlax bt46 rea,3,310.99,5.72
90,0306-0793,130/70-18 63h battlax bt46 rea,1,312.99,-100.0
91,0306-0795,120/80-18 62h battlax bt46 rea,1,245.99,-100.0
92,0308-0010,130/80v18 (66v) lasertec rear,1,339.99,-100.0
93,0312-0235,90/90-21 54r desert race front,0,352.99,0.0
94,0313-0873,140/80-18 70r desert race baja,0,520.99,0.0
95,0316-0137,120/70b17 58q tkc80 front cont,2,294.99,-100.0
96,0316-0152,90/90-21 54v tl/tt anakee 3 front,1,260.99,-100.0
97,0316-0154,110/80r19 59v conti trail attack,1,310.99,-100.0
98,0316-0156,90/90-21 54v conti trail attack 2,1,198.99,-100.0
99,0316-0192,120/70r19 60v tl/tt anakee 3 f,3,345.99,-64.95
100,0316-0200,100/90-19 57v tourance next fr,1,263.99,-100.0
101,0316-0212,120/70r19 60v tkc70 front,6,361.99,-5.25
102,0316-0249,120/70zr17 (58w) scorpion trail 2,2,362.99,-100.0
103,0316-0279,90/90-21 54h mt60 front,1,241.99,-100.0
104,0316-0285,120/70r19 60v tourance front,2,362.99,5.08
105,0316-0289,120/70r19 60v scorpion rally,1,408.99,-100.0
106,0316-0290,90/90-21 54r tl/tt anakee wild,1,286.99,-100.0
107,0316-0323,110/80-19 59h tourance front o,3,330.99,-100.0
108,0316-0331,90/90-21 54v battlax adventure,1,252.99,5.6
109,0316-0353,110/80r19 59v conti trail attack,1,385.99,5.15
110,0316-0359,100/90-19 57v tl/tt anakee adv,1,350.99,5.15
111,0316-0362,90/90-21 54v tl/tt anakee adve,4,345.99,-47.42
112,0316-0385,90/90-21 54q adventurecross,1,225.99,-100.0
113,0316-0388,120/70b19 60q adventurecross,2,310.99,-100.0
114,0316-0399,90/90-21 54t trailmax mission,6,250.99,-81.05
115,0316-0400,110/80-19 59t trailmax mission,2,326.99,5.15
116,0316-0445,90/90-21 54h karoo street fron,1,217.99,-100.0
117,0316-0458,100/90-18 56p adventurecross,1,237.99,-100.0
118,0316-0459,100/90-19 57t trailmax mission,2,236.99,5.15
119,0316-0492,110/80r18 58v tl/tt anakee,1,388.99,-100.0
120,0316-0586,120/70r19 60t karoo 4 front,3,392.99,-29.9
121,0317-0167,150/70r17 69v conti trail attack,2,379.99,-100.0
122,0317-0222,170/60r17 72v tl/tt anakee 3 r,3,414.99,-82.05
123,0317-0248,4.00-18 tkc80 rear,2,276.99,-100.0
124,0317-0292,140/80r17 69v scorpion trail ii,1,394.99,-100.0
125,0317-0297,190/55zr17 (75w) scorpion trai,1,504.99,-100.0
126,0317-0353,150/70r18 70v tourance next,1,374.99,-100.0
127,0317-0357,170/60r17 72v scorpion rally s,1,511.99,-100.0
128,0317-0445,150/70r17 69v conti trail atta,1,469.99,5.15
129,0317-0451,140/80r17 69h tkc70 rear,1,444.99,-100.0
130,0317-0487,150/70b18 70q adventurecross a,1,399.99,-100.0
131,0317-0488,170/60b17 72q adventurecross,2,423.99,-100.0
132,0317-0499,150/70b17 69t trailmax mission,4,410.99,-4.09
133,0317-0560,150/70r17 69s tkc70 rocks rear,2,477.99,-73.07
134,0317-0561,170/60r17 72s tkc70 rocks rear,7,500.99,-76.92
135,0317-0578,120/80-18 62p adventurecross,1,247.99,-100.0
136,0317-0765,170/60r17 72t karoo 4 rear,3,490.99,-82.05
137,0340-0822,120/70-15 56s diablo rosso fro,1,237.99,5.16
138,0340-0862,120/70-15 56s angel front,1,193.99,-100.0
139,0350-0018,tube 17 mhr tr-4 offroad 140/80-,3,63.99,-100.0
140,0350-0023,tube 18 uhd med tr-4 offroad,3,66.99,-64.92
141,0350-0117,180/65-16 tire tube cmv,1,42.99,-46.02
142,0350-0207,tube me-g17 160/70 to 210/50-17,3,64.99,-100.0
143,0350-0210,tube me-g18 150 to 180-18 tr-4,1,64.99,-100.0
144,0350-0303,tube me-e19 3.25 to 4.10 & 90 to,1,63.99,-100.0
145,0363-0003,pocket tire plugger w/c02,5,115.99,-100.0
146,0363-0040,stop n go mini air compressor,1,82.99,-100.0
147,0364-0001,pocket tire plugger tubless,1,81.99,-23.07
148,0365-0095-s,"2,oz,bag,w/beads,",2,9.99,-100.0
149,04-103a,6v-3a bulb,1,0.99,-100.0
150,04-1041,12v/3w 28mm ba9s speedo tacho,3,1.99,-100.0
151,04-110,12v/10w bulb,5,0.99,-100.0
152,04-114,6v18/5w singnal & tail light,14,1.99,-100.0
153,04-127,"12v, 35/35 3pin bulb",1,3.99,-100.0
154,04-132,bulb 12v 45/45w,1,1.99,-100.0
155,04-134,fuse type bulb10 x 31 6v8w each,8,0.99,-100.0
156,04-135,12v-5w fuse type10x36 bulb each,5,2.99,-100.0
157,04-136,"bulb, h4, 60/55w",1,4.99,-100.0
158,04-136a,60/55w h4 p45t,1,4.99,-100.0
159,04-136b,bulb 12v-45/45w h4 p43t clear,1,4.99,-100.0
160,04-137,"bulb, h4, 35/35w",3,4.99,-100.0
161,04-139,"h3 halogen bulb, 55w",2,2.99,-100.0
162,04-1400,bulb 12v 32cp a1156 ba15s ambe,1,1.99,0.0
163,04-141,12v-23w bulb - pack/2,1,0.99,-100.0
164,04-144,"12v-3w, a194 {each bulb}",11,0.99,-100.0
165,04-144a,bulb 6v-3w wedg (amber),2,0.99,-100.0
166,04-145,bulb 6v 25/25w,6,0.99,-100.0
167,04-147,12v-45/45w 40mm,1,5.99,-100.0
168,04-147a,12v-45/45w 35mm,1,1.99,-100.0
169,04-148,12v-23cp ba15s bulb,2,0.99,-100.0
170,04-1483,12v23/8w dbl contact bulb,10,1.99,-100.0
171,04-1484,bulb 12v 21/60p,13,1.99,-81.75
172,04-156,h4 100/55w super white,1,14.99,-100.0
173,04-164,special h4 atv bulb,2,0.99,-100.0
174,04-166,"bulb 12v-35w a7275, ba20s",2,2.99,-100.0
175,04-1821,bulb 12v 55w h11 pgj19-2 0609-,3,5.99,-100.0
176,04-1910,bulb 12v-55w h7 px26d xenon ea,1,24.99,-100.0
177,04-195,bulb 12v-45/45w h4 p45t clear,5,5.99,-100.0
178,04-2157,bay15d 12v 32-4cp 1157 white led,2,14.99,-100.0
179,04-4724,bulb 12v 21/6cp 1176 ba15d,10,1.99,-100.0
180,04-614,"bulb 12v-30w 4.5"" 4416 light",1,17.99,-100.0
181,04-64223,bulb 12v-21w wedge 921 amber,3,0.99,-100.0
182,04-68882a,bulb 12v-21w s-8 bau15s amber,1,8.99,-100.0
183,04-692,"ignition sw, w/2 keys",1,45.99,-100.0
184,04-715,6v flasher relay,1,21.99,-100.0
185,04-780s,"fuse, 3a each",40,2.19,-100.0
186,04-781s,"fuse, 5a each",7,2.19,-100.0
187,04-782s,plugin fuse 7.5amp each,49,2.19,-91.39
188,04-783p,plugin fuse 10amp each,16,2.19,-91.21
189,04-784s,plugin fuse 15amp each,5,2.19,-43.74
190,04-795a,mini fuse 15a each,14,1.75,-100.0
191,04-796s,20a fuse mini each,6,2.19,-100.0
192,04-797s,25a fuse mini each,20,2.19,-100.0
193,04-798s,mini 30 amp fuses each,12,2.19,-100.0
194,0407-0090,56-123 fork and dust seal kit,1,52.99,-100.0
195,0407-0094,56-133 fork and dust seal kit,1,51.99,21.8
196,0407-0095,56-137 fork and dust seal kit,1,53.99,-100.0
197,0416-0082,13-17 f700gs front lwrng kit,1,259.99,-100.0
198,05-72403,ignition coil yam 2gv-82310-21,1,57.99,-100.0
199,05-p1207,silver shield,1,54.89,-100.0
200,0521-2006,lady rider guardian bell (ea),2,16.99,-56.87
201,0521-2007,skull guardian bell (ea),6,16.99,-85.62
202,0521-2013,ride it like you stole it guar,3,16.99,-71.24
203,06-3017,54001-1024/1118 cable,1,15.39,-100.0
204,0602-0365,"riser 2"" rox pivot elite",1,162.99,-20.32
205,0602-0437,riser 2 rox 1-1/8 x 1-1/8,2,180.99,-100.0
206,0602-0439,"riser 2"" rox pivot 7/8 n",1,153.99,-100.0
207,0602-0651,riser 2/1.125 clr ano,2,189.99,-100.0
208,0602-0653,riser 2/1.125 blk ano,2,189.99,-100.0
209,0602-0654,riser 1.25 up 1 bac elite,1,157.99,-100.0
210,0602-0729,"2"" pivoting bar risers rox",1,172.99,-100.0
211,0602-0792,"riser rox 2"" tenere alu",1,212.99,-100.0
212,0603-0070,renthal cl003 clamp kit,1,150.99,-100.0
213,0603-0457,base fork stem,1,37.99,-100.0
214,0603-0458,base h-bar/brk/clch,13,43.99,-95.85
215,0603-0495,knob w/lock,1,51.99,-100.0
216,0603-0685,x-grip repl. tether,12,6.99,-100.0
217,0603-0825,"knob pin-lock 1"" ball",4,19.99,-100.0
218,0610-2136,lever set journey ind blk,2,441.99,-100.0
219,0616-0232,enhanced rh hbar mount,1,141.99,-100.0
220,0630-0390,grip moose stealth mx black,1,14.99,-100.0
221,0652-1611,clutch cable black vinyl,1,28.99,-100.0
222,07-nov,h4 hl connector,4,4.49,-100.0
223,0703-0230,l96-18 vent gasp cap locking,1,28.99,-100.0
224,0711 9978 396,bulb,2,6.97,-100.0
225,0767407a,windshield clear ducati,1,144.99,-100.0
226,076d5124b,low spec.windscreen smoke,1,137.99,-100.0
227,076m9a,anodized aluminium trekker,1,182.99,-100.0
228,076s180t,clear tilting shield deflector,1,229.99,-100.0
229,076sr9051,monorack blk monolock r.,1,188.99,-100.0
230,076z113c2,rep. plate with cover,1,59.99,-100.0
231,08-0061,lever bolt,1,2.99,-100.0
232,08-0517,optimate 1 duo 4 step 12v/12.8,1,60.99,-100.0
233,08-080577,jis crosshead 1/4 in. bit siz,1,5.99,-100.0
234,08-12023,"hose clamp 7/16"" to 25/32"" pk/10",9,32.99,-100.0
235,08-12025,"clamps, o-type 5/16 for 3/16 line",8,12.99,-100.0
236,08-12028,o-clips 9/16 for #10,25,13.99,-100.0
237,08123-60027,ball bearing,1,17.99,-100.0
238,09-119,inline fuel filter,15,6.99,-95.98
239,09-2034,"arai,corsair-x,frost/blk,sm",1,999.95,-100.0
240,09-580,cable adjuster,1,5.99,-100.0
241,09-88012,shift lev 25600-33ed00 polished,1,86.99,-100.0
242,09148-03010,nut,2,2.99,-100.0
243,09160-16029-am,washer,1,7.99,-100.0
244,09160-22068-am,clutch washer,1,15.99,-100.0
245,09168-10002,drain gskt 10mm,14,1.99,-100.0
246,09168-16002,gasket oil gallery,14,1.99,-100.0
247,09262-25003,ball bearing,1,23.99,-100.0
248,09265-25019,"bearing, upper steer",1,41.99,-100.0
249,09267-30010,head brg,1,41.99,-100.0
250,09280-13004,eng oil pump o ring,2,2.99,-100.0
251,09280-13004-am,eng oil pump o ring,10,4.99,-100.0
252,09280-15007,o-ring,2,2.99,-100.0
253,09280-16005,oil strainer o ring,9,2.99,-100.0
254,09280-17003,o-ring oil filler,1,1.99,-100.0
255,09280-72001-am,"o-ring, filter cover",6,7.99,-100.0
256,09285-22001,seal oil,2,6.99,-100.0
257,0940-1983,cylinder base cover ch,2,132.99,-100.0
258,09471-12073,12v 5w each,4,2.99,-100.0
259,10-05722,commuter screen,0,295.99,0.0
260,10-08020-1,zero xmx top box rack kit -,1,185.99,-100.0
261,10-08093,rain guard,1,38.99,-100.0
262,10-1155,3-prong h/l plug,1,4.95,-100.0
263,10-4000,umi soft tie tie-down w/safety,1,27.99,-100.0
264,10-p1070,vas-v pro shade system,1,134.99,-100.0
265,10-p2456,xd3-xd4 clr screw set,1,7.99,-100.0
266,100062211,surf n ride tee m,3,53.99,-79.09
267,100062212,surf n ride tee l,6,62.99,-100.0
268,100062213,surf n ride tee xl,3,48.99,-80.26
269,100062214,surf n ride tee xxl,2,48.99,-100.0
270,100062215,surf n ride tee xxxl,3,48.99,-100.0
271,100062242,engine black tee l,2,62.99,-100.0
272,100062243,engine black tee xl,3,48.99,-100.0
273,100062244,engine black tee xxl,1,48.99,-100.0
274,100062245,engine black tee xxxl,1,48.99,-100.0
275,1003-0862,repair kit carb kaw,1,70.99,-100.0
276,10104,yt12a-bs yuasa battery,1,174.99,-100.0
277,1013-0165,plate airfilter r/en 650,1,44.99,-100.0
278,10160,yt7b-bs yuasa battery,5,149.99,-84.73
279,10164,yt12b-bs yuasa battery,1,179.99,-100.0
280,1017034/a,headlamp assembly with bulb,1,135.99,-100.0
281,1017035/a,taillamp assy with bulb,3,47.99,-100.0
282,1017036/b,trafficator assy with bulb flh,5,36.99,-100.0
283,1017037/b,trafficator assy with bulb frh,7,29.99,-100.0
284,1017150/a,cable - throttle,4,13.99,-100.0
285,102-1504,140/70-17 s20r,1,224.99,-100.0
286,1020-1932,09-16 bmw f800gs pcvusb,1,639.99,-100.0
287,1020-3185,2019 indian ftr1200 pv-3,3,714.99,-100.0
288,1022405-266,"weld-handlebar,n,blk",1,378.99,-100.0
289,10229,ebc pad fa229ferodo 310-229(fd,1,61.99,-100.0
290,1023117,"asm-linkage,shifter,bob",3,114.99,-100.0
291,1023281,"asm-keys,indian,cap",2,39.99,-33.31
292,1023750-329,"brkt-clsout,fndr,rh,ecoat",1,59.99,-100.0
293,1023756-329,"brkt-clsout,fndr,lh,ecoat",1,59.99,-100.0
294,1026864-266,"asm-sidestand,blk",1,68.99,-100.0
295,1028796-266,"asm-sidestand,blk",6,68.99,-74.08
296,1030011/c,handle bar assembly,1,191.99,-100.0
297,1030022/c,cable - clutch,3,51.99,-100.0
298,1030034/e,"control plate, rider, lh",1,29.99,-100.0
299,1030045/b,brake pedal assy,1,41.99,-100.0
300,1030053/a,rear view mirror lh - chrome,2,34.99,-100.0
301,1030054/a,rear view mirror rh - chrome,2,30.99,-100.0
302,1030081/a,"mirror, rear view, lh, black",2,33.99,-100.0
303,1030082/a,rear view mirror rh - black,2,30.99,-100.0
304,1030100,"lift handle, finished",2,8.99,-100.0
305,1041284/f,"pannier rail,",1,188.99,-100.0
306,1041296/a,rear view mirror lh - black,2,34.99,-100.0
307,1041297/a,rear view mirror rh - black,2,34.99,-100.0
308,1041304,aluminium handlebar,2,160.99,-100.0
309,105-bp-s,5amp mini fues,6,2.19,-100.0
310,105277t,"47t rear sprocket, 520",1,69.99,-100.0
311,105990,520-16t powerdrive frnt spkt,1,48.99,-100.0
312,106428,lr8b ngk spark plug,4,7.99,-100.0
313,107-bp,7.5a mini fuse each,11,2.19,0.0
314,107a03,optimate cable sae/sae,4,17.99,-100.0
315,107a08,optimate cable 1/4 ring to,2,29.99,-100.0
316,107a100,optimate usb 2400ma charger 3-,3,27.99,-5.36
317,107a105,optimate usb 3300ma 2 x usb ch,4,38.99,-32.67
318,107a120,optimate led emergency 12v lig,5,20.99,-100.0
319,107a13,optimate cable sae/sae 15ft / 4.6,2,25.99,-100.0
320,107a21,optimate lead 1/4''-2.5mm dc 40'',5,17.99,-100.0
321,107a23,optimate cable 10a sae/sae 15ft,8,33.99,-100.0
322,108251,sprocket 45 rr suz bk,1,82.99,-100.0
323,11-08094,hat logo patch - dark grey,0,52.99,0.0
324,11-200,"rim strip 10""",2,1.99,-100.0
325,11-202,"tire band 15""",8,1.99,-100.0
326,11-204,"rim band, 18""-19""",8,1.99,-100.0
327,11-207,valve extension,9,6.99,-100.0
328,11-208,"90 deg valve stem, rubber mnt",10,4.99,-100.0
329,11-210,"rim strip 17""",2,1.99,-100.0
330,11-211,"rim strip 19""",1,1.99,-100.0
331,11-bj201,pencil tire gauge 10-50 psi re,2,7.99,-100.0
332,110-130p,sprocket triumph all 17t,1,29.14,-100.0
333,110-bp-s,10amp mini fuse,9,2.19,-100.0
334,1100224/b,handlebar complete chrome,1,30.09,-100.0
335,1100229/c,clutch cable assy,4,7.99,-100.0
336,1100230/b,throttle cable assy,4,7.99,-100.0
337,1100231/b,grip lh,4,3.99,-100.0
338,1100401/c,seal - fuel pump,1,4.99,-100.0
339,1100701/b,sprocket-rear drive,2,24.99,-100.0
340,1100718/e,brake pedal assy,1,15.99,-100.0
341,110083f,spr.av.bmw f800r 19t (61602-19),1,56.99,-100.0
342,11009056145,repair kit for oil change,3,40.99,-13.4
343,11009056146,repair kit f oil cooler oil,11,44.99,-94.13
344,1101-4571,high flow air filter carb,1,41.99,-100.0
345,11111251228,compression spring,1,2.99,-100.0
346,11111256974,stop disk,2,66.99,-100.0
347,11111263903,hex nut,2,6.99,-100.0
348,11111335090,rubber grommet,4,9.99,-100.0
349,11111338342,shaft seal,3,51.99,-100.0
350,11111340009,dowel,7,6.99,-100.0
351,11111341135,shaft seal,1,41.99,-100.0
352,11111341351,gasket,1,0.99,0.0
353,11111341418,plug,7,15.99,-100.0
354,11111341849,shaft seal,1,29.99,-100.0
355,11111342242,o-ring,6,5.99,-100.0
356,11111460391,o-ring,4,5.99,-100.0
357,11111460392,o-ring,1,5.99,-100.0
358,11111460399,plug,1,2.99,-30.11
359,11111464808,shaft seal,1,24.99,-100.0
360,11111744327,"plug, black",3,4.99,-100.0
361,11112343010,gasket ring,11,3.99,-85.8
362,11112343018,"shaft seal, output shaft",3,32.99,-100.0
363,11112343019,"shaft seal, compensating sha",5,27.99,-100.0
364,11112343223,pin,7,3.99,-100.0
365,11112343233,roll pin,4,5.99,-100.0
366,11112343234,dowel pin,1,6.99,-100.0
367,11112343436,"repair kit, oil drain plug",1,205.99,-100.0
368,11115-20e70-am,"guide,valve",2,49.99,-100.0
369,11117651407,dowel,1,3.99,-100.0
370,11117653180,fillister head screw,4,3.99,-83.44
371,11117666186,shaft seal,3,50.99,-100.0
372,11117666292,bump stop,2,33.99,-100.0
373,11117671730,shaft seal,8,34.99,-100.0
374,11117672243,torx bolt,2,1.99,-100.0
375,11117672244,torx bolt,11,1.99,-100.0
376,11117672247,torx bolt,3,2.99,-100.0
377,11117672505,temperature sensor coolant /,1,60.99,-100.0
378,11117675355,spacer,1,30.99,-100.0
379,11117682158,vibration damper,5,32.0,-66.25
380,11117685005,shaft seal,4,32.99,-100.0
381,11117689534,shaft seal,1,27.99,-100.0
382,11117690503,dowel pin,1,5.99,-100.0
383,11117690507,hex screw with collar,4,9.99,-100.0
384,11117694729,o-ring,11,3.99,16.87
385,11117700116,"shaft seal, output shaft",4,32.99,-100.0
386,11117700117,"shaft seal, compensating sha",4,27.99,-100.0
387,11117700322,grooved ball bearing,1,56.99,-100.0
388,11117706514,hexagon bolt with inside tor,2,3.99,-100.0
389,11117706613,hexagon bolt with inside tor,2,3.99,-100.0
390,11117707906,gasket left,2,39.99,-41.81
391,11117715438,spring,1,5.99,-100.0
392,11117715453,"seal kit, output shaft/swing",0,47.99,0.0
393,11117721848,shaft seal,3,32.99,-60.93
394,11117722513,screw,2,42.99,-100.0
395,11118409787,shaft seal,1,41.99,-100.0
396,11118523906,oil-level check,1,78.99,19.27
397,11118528386,shaft seal,1,39.99,-100.0
398,11118528387,shaft seal,2,29.99,-100.0
399,11118537769,free wheel,1,285.99,-100.0
400,11118562693,shaft seal,2,29.99,-100.0
401,11118562771,gasket ring,4,2.99,-12.64
402,11121025095,valve cover kit,7,156.14,-58.81
403,11121027893,cylinder gasket set left,2,128.99,-100.0
404,11121027894,cylinder gasket set right,2,128.99,-100.0
405,11121257396,connector,2,77.99,-100.0
406,11121337818,pushrod seal,2,5.99,-100.0
407,11121338426,gasket,2,13.99,-9.75
408,11121338708,valve guide,2,46.99,-100.0
409,11121338716,cylinder head gasket asbesto,4,31.99,-100.0
410,11121340838,valve guide inlet,4,38.99,-100.0
411,11121340843,valve guide exhaust,4,32.99,-100.0
412,11121342394,"cyl. head gasket, 3 componen",1,95.99,-42.95
413,11121342450,valve seat ring intake,2,55.99,-100.0
414,11121342459,valve seat ring exhaust,2,89.99,-100.0
415,11121460368,plug,4,9.99,-100.0
416,11121460463,gasket,2,35.99,-100.0
417,11121460622,gasket,1,35.99,-100.0
418,11121460623,gasket,3,27.99,-100.0
419,11121461396,"gasket, cylinder head cover",2,108.99,-100.0
420,11121461875,cylinder head gasket,1,129.99,-100.0
421,11121464823,gasket,3,116.99,-100.0
422,11121714488,washer,4,1.99,-100.0
423,11121726241,dowel,8,2.99,-100.0
424,11121726242,dowel,5,1.99,-100.0
425,11121744330,cap nut,2,8.99,-100.0
426,11127652914,stud bolt,2,2.99,-100.0
427,11127652921,gasket,3,62.99,-64.94
428,11127654306,rubber/metal gasket ring f c,15,20.99,-100.0
429,11127654978,rubber bush,12,6.99,-54.48
430,11127658634,isa screw with bush,8,30.99,-100.0
431,11127673086,exterior gasket,10,70.99,-100.0
432,11127673087,interior gasket,6,10.99,-82.66
433,11127674644,interior gasket,2,47.99,-48.08
434,11127674645,exterior gasket,2,79.99,-48.1
435,11127675484,shaft seal,1,24.99,-100.0
436,11127677368,oil cover lid,5,11.99,-100.0
437,11127687231,hex nut,9,4.99,-100.0
438,11127689563,o-ring,2,3.99,-66.88
439,11127690468,threaded bolt,6,5.99,-100.0
440,11127697307,o-ring,19,4.99,-93.25
441,11127698958,screw with bush,14,30.99,-100.0
442,11127707003,collar screw,4,15.99,-100.0
443,11127713809,exterior gasket,4,76.99,-100.0
444,11127713810,gasket,12,50.99,-100.0
445,11127713823,washer,24,8.99,-100.0
446,11127715462,set of valve cover gaskets,1,72.99,-100.0
447,11127723216,"gasket kit, cylinder head co",3,187.99,-100.0
448,11127726964,o-ring set,6,31.99,-100.0
449,11127728976,"spark plug cover, right",1,27.99,-100.0
450,11127923313,"gasket kit, cylinder head co",3,226.99,-100.0
451,11127923660,"gasket kit, cylinder head co",4,112.99,-100.0
452,11128394374,"cylinder head cover, silver,",1,410.99,-100.0
453,11128394376,"cylinder head cover, agate g",1,383.99,-100.0
454,11128394385,"ignition coil cover, left",1,72.99,-100.0
455,11128405728,set of valve cover gaskets,4,52.99,-100.0
456,11128523449,"gasket set, cylinder head co",1,95.99,-100.0
457,11128523552,screw with bush,3,30.99,-100.0
458,11128526288,oil cover lid,1,11.99,-100.0
459,11128529820,centering pin,16,6.99,-100.0
460,11128542057,"seal kit, cylinder head cove",4,124.99,-74.2
461,11128542058,"seal kit, cylinder head cove",5,124.99,-89.68
462,11128562723,inner hex bolt,7,2.99,-90.02
463,11128566404,"gasket set, cylinder head co",3,74.99,-82.81
464,11128569342,cylinder head gasket,1,200.99,-100.0
465,11129480983,seal set for cylinder head c,3,202.99,-100.0
466,11129899381,set of gaskets,3,124.99,-31.21
467,11131460425,o-ring,8,7.99,-60.83
468,11131460677,multi-purpose bolt,10,2.99,-100.0
469,11131744329,"screw plug, magnetic",1,32.99,-100.0
470,11132330145,"screw plug, magnetic",1,65.99,-100.0
471,11137685983,oil drain plug,1,21.99,-100.0
472,11137708604,"screw plug, magnetic",2,40.99,-42.83
473,11137728761,"set, oilpan gasket",1,175.99,-100.0
474,11138359126,oil drain plug,1,33.99,-40.27
475,11138536827,oil drain plug,2,33.99,-70.14
476,11138562759,"gasket, clutch cover",2,31.99,-13.85
477,11141253415,hose,2,35.99,-100.0
478,11141261193,shaft seal,3,11.99,-100.0
479,11141340900,oil cover lid,1,14.99,-51.29
480,11141341249,rubber grommet,4,3.99,-100.0
481,11141341250,rubber grommet,1,3.99,-100.0
482,11141342980,"spark plug cover, right",1,21.99,-100.0
483,11141460307,gasket,2,14.99,-100.0
484,11141460331,screw,3,17.99,-100.0
485,11141460674,o-ring,1,5.99,-100.0
486,11141460678,fillister-head screw,5,3.99,-100.0
487,11141460687,gasket,2,26.99,-100.0
488,11141460809,shaft seal,1,22.99,-100.0
489,11141460934,bush,24,3.99,-100.0
490,11141464874,screw,10,31.99,-100.0
491,11142343037,needle sleeve,3,24.99,-100.0
492,11142343038,shaft seal,3,32.99,-100.0
493,11142343240,gasket ring,34,3.99,-81.62
494,11142343241,o-ring,1,3.99,-100.0
495,11147665326,grooved ball bearing,1,56.99,-100.0
496,11147665328,o-ring,2,23.99,-100.0
497,11147668216,interior gasket,10,12.99,-100.0
498,11147670688,gasket right,5,27.99,-53.92
499,11147671363,"cover, clutch",1,49.99,-100.0
500,11147674083,cover,2,39.99,-100.0
501,11147675732,"spark plug cover, right",1,49.99,-100.0
502,11147678137,gasket,2,34.99,-100.0
503,11147678478,isa screw,9,3.99,-21.88
504,11147694055,gasket ring,1,4.99,-35.86
505,11147699374,o-ring,1,3.99,-100.0
506,11147700121,shaft seal,1,32.99,-100.0
507,11147700123,o-ring,1,7.99,-100.0
508,11147700194,gasket,1,33.99,-100.0
509,11147700396,o-ring,2,6.99,-100.0
510,11147706498,gasket,2,39.99,-70.91
511,11147707126,preformed seal,3,8.99,-100.0
512,11147714688,washer,13,4.99,-43.64
513,11147715428,gasket set for housing cover,2,92.99,-100.0
514,11147721528,gasket left,2,39.99,-100.0
515,11147722366,o-ring,1,6.99,-100.0
516,11147724485,isa screw,24,4.99,-75.58
517,11147727974,gasket,1,34.99,-42.67
518,11147728736,lid crankshaft,1,79.99,-100.0
519,11148358847,o-ring,5,6.99,-100.0
520,11148393580,isa screw,2,4.99,-100.0
521,11148393581,gasket ring,4,24.99,-100.0
522,11148563763,isa screw,20,4.99,-63.07
523,11148566412,set seals / bearings coolant,2,96.99,-1.47
524,11148568825,"gasket, clutch cover",2,32.99,-71.3
525,11149443334,310 clutch cover,0,265.99,0.0
526,11151335735,vent hose,1,116.99,-100.0
